tox,Lg,Vds,Vgs,Id
3,300,0,1.9,4.03E-17
3,300,0,2,-5.28E-17
3,300,0.05,0,8.32E-08
3,300,0.05,0.1,1.73E-07
3,300,0.05,0.2,4.00E-07
3,300,0.05,0.3,1.03E-06
3,300,0.05,0.4,2.87E-06
3,300,0.05,0.5,8.40E-06
3,300,0.05,0.6,2.16E-05
3,300,0.05,0.7,2.73E-05
3,300,0.05,0.8,3.05E-05
3,300,0.05,0.9,3.27E-05
3,300,0.05,1,3.45E-05
3,300,0.05,1.1,3.59E-05
3,300,0.05,1.2,3.70E-05
3,300,0.05,1.3,3.80E-05
3,300,0.05,1.4,3.89E-05
3,300,0.05,1.5,3.97E-05
3,300,0.05,1.6,4.04E-05
3,300,0.05,1.7,4.11E-05
3,300,0.05,1.8,4.17E-05
3,300,0.05,1.9,4.23E-05
3,300,0.05,2,4.28E-05
3,300,0.1,0,2.66E-07
3,300,0.1,0.1,5.07E-07
3,300,0.1,0.2,1.04E-06
3,300,0.1,0.3,2.31E-06
3,300,0.1,0.4,5.51E-06
3,300,0.1,0.5,1.42E-05
3,300,0.1,0.6,3.86E-05
3,300,0.1,0.7,5.34E-05
3,300,0.1,0.8,6.06E-05
3,300,0.1,0.9,6.55E-05
3,300,0.1,1,6.92E-05
3,300,0.1,1.1,7.21E-05
3,300,0.1,1.2,7.45E-05
3,300,0.1,1.3,7.66E-05
3,300,0.1,1.4,7.85E-05
3,300,0.1,1.5,8.02E-05
3,300,0.1,1.6,8.17E-05
3,300,0.1,1.7,8.30E-05
3,300,0.1,1.8,8.42E-05
3,300,0.1,1.9,8.54E-05
3,300,0.1,2,8.64E-05
3,300,0.15,0,6.85E-07
3,300,0.15,0.1,1.20E-06
3,300,0.15,0.2,2.20E-06
3,300,0.15,0.3,4.28E-06
3,300,0.15,0.4,8.78E-06
3,300,0.15,0.5,1.95E-05
3,300,0.15,0.6,4.96E-05
3,300,0.15,0.7,7.80E-05
3,300,0.15,0.8,9.06E-05
3,300,0.15,0.9,9.85E-05
3,300,0.15,1,0.000104494
3,300,0.15,1.1,0.000109074
3,300,0.15,1.2,0.000112995
3,300,0.15,1.3,0.000116287
3,300,0.15,1.4,0.000119075
3,300,0.15,1.5,0.000121543
3,300,0.15,1.6,0.000123764
3,300,0.15,1.7,0.000125786
3,300,0.15,1.8,0.000127641
3,300,0.15,1.9,0.000129352
3,300,0.15,2,0.000130941
3,300,0.2,0,1.53E-06
3,300,0.2,0.1,2.47E-06
3,300,0.2,0.2,4.13E-06
3,300,0.2,0.3,7.16E-06
3,300,0.2,0.4,1.30E-05
3,300,0.2,0.5,2.54E-05
3,300,0.2,0.6,5.83E-05
3,300,0.2,0.7,9.98E-05
3,300,0.2,0.8,0.000120007
3,300,0.2,0.9,0.000131734
3,300,0.2,1,0.000140227
3,300,0.2,1.1,0.000146726
3,300,0.2,1.2,0.000152189
3,300,0.2,1.3,0.000156667
3,300,0.2,1.4,0.000160457
3,300,0.2,1.5,0.000163826
3,300,0.2,1.6,0.000166866
3,300,0.2,1.7,0.000169627
3,300,0.2,1.8,0.000172142
3,300,0.2,1.9,0.00017446
3,300,0.2,2,0.000176606
3,300,0.25,0,2.94E-06
3,300,0.25,0.1,4.45E-06
3,300,0.25,0.2,6.91E-06
3,300,0.25,0.3,1.10E-05
3,300,0.25,0.4,1.81E-05
3,300,0.25,0.5,3.21E-05
3,300,0.25,0.6,6.65E-05
3,300,0.25,0.7,0.000115626
3,300,0.25,0.8,0.000147992
3,300,0.25,0.9,0.000164522
3,300,0.25,1,0.000175959
3,300,0.25,1.1,0.000184687
3,300,0.25,1.2,0.000191757
3,300,0.25,1.3,0.000197463
3,300,0.25,1.4,0.000202413
3,300,0.25,1.5,0.00020682
3,300,0.25,1.6,0.000210739
3,300,0.25,1.7,0.000214273
3,300,0.25,1.8,0.000217467
3,300,0.25,1.9,0.00022041
3,300,0.25,2,0.000223077
3,300,0.3,0,3.57E-06
3,300,0.3,0.1,5.31E-06
3,300,0.3,0.2,8.11E-06
3,300,0.3,0.3,1.27E-05
3,300,0.3,0.4,2.09E-05
3,300,0.3,0.5,3.65E-05
3,300,0.3,0.6,7.36E-05
3,300,0.3,0.7,0.000128159
3,300,0.3,0.8,0.000173323
3,300,0.3,0.9,0.000196563
3,300,0.3,1,0.000211315
3,300,0.3,1.1,0.000222665
3,300,0.3,1.2,0.00023131
3,300,0.3,1.3,0.000238647
3,300,0.3,1.4,0.00024494
3,300,0.3,1.5,0.00025038
3,300,0.3,1.6,0.000255111
3,300,0.3,1.7,0.000259375
3,300,0.3,1.8,0.00026329
3,300,0.3,1.9,0.000266894
3,300,0.3,2,0.000270242
3,300,0.35,0,4.57E-06
3,300,0.35,0.1,6.62E-06
3,300,0.35,0.2,9.79E-06
3,300,0.35,0.3,1.49E-05
3,300,0.35,0.4,2.35E-05
3,300,0.35,0.5,3.95E-05
3,300,0.35,0.6,7.69E-05
3,300,0.35,0.7,0.000134775
3,300,0.35,0.8,0.000192635
3,300,0.35,0.9,0.000226736
3,300,0.35,1,0.000246241
3,300,0.35,1.1,0.000260001
3,300,0.35,1.2,0.000271065
3,300,0.35,1.3,0.000279881
3,300,0.35,1.4,0.000287397
3,300,0.35,1.5,0.000294014
3,300,0.35,1.6,0.000299904
3,300,0.35,1.7,0.000305161
3,300,0.35,1.8,0.000309862
3,300,0.35,1.9,0.000314121
3,300,0.35,2,0.000318011
3,300,0.4,0,5.79E-06
3,300,0.4,0.1,8.18E-06
3,300,0.4,0.2,1.18E-05
3,300,0.4,0.3,1.74E-05
3,300,0.4,0.4,2.66E-05
3,300,0.4,0.5,4.32E-05
3,300,0.4,0.6,8.09E-05
3,300,0.4,0.7,0.000139828
3,300,0.4,0.8,0.00020133
3,300,0.4,0.9,0.000249022
3,300,0.4,1,0.000276257
3,300,0.4,1.1,0.000295108
3,300,0.4,1.2,0.000309171
3,300,0.4,1.3,0.000320624
3,300,0.4,1.4,0.00032994
3,300,0.4,1.5,0.000337654
3,300,0.4,1.6,0.000344399
3,300,0.4,1.7,0.000350405
3,300,0.4,1.8,0.000355927
3,300,0.4,1.9,0.000360943
3,300,0.4,2,0.000365583
3,300,0.45,0,7.12E-06
3,300,0.45,0.1,9.84E-06
3,300,0.45,0.2,1.38E-05
3,300,0.45,0.3,1.99E-05
3,300,0.45,0.4,2.96E-05
3,300,0.45,0.5,4.68E-05
3,300,0.45,0.6,8.50E-05
3,300,0.45,0.7,0.000145
3,300,0.45,0.8,0.000208
3,300,0.45,0.9,0.000264
3,300,0.45,1,0.000299
3,300,0.45,1.1,0.000323
3,300,0.45,1.2,0.00034
3,300,0.45,1.3,0.000354
3,300,0.45,1.4,0.000366
3,300,0.45,1.5,0.000376
3,300,0.45,1.6,0.000384
3,300,0.45,1.7,0.000392
3,300,0.45,1.8,0.000398
3,300,0.45,1.9,0.000404
3,300,0.45,2,0.00041
3,300,0.5,0,8.39E-06
3,300,0.5,0.1,1.14E-05
3,300,0.5,0.2,1.57E-05
3,300,0.5,0.3,2.21E-05
3,300,0.5,0.4,3.22E-05
3,300,0.5,0.5,4.99E-05
3,300,0.5,0.6,8.86E-05
3,300,0.5,0.7,0.000149585
3,300,0.5,0.8,0.000214397
3,300,0.5,0.9,0.000274877
3,300,0.5,1,0.000319385
3,300,0.5,1.1,0.000348415
3,300,0.5,1.2,0.000369271
3,300,0.5,1.3,0.000385827
3,300,0.5,1.4,0.000399644
3,300,0.5,1.5,0.000411283
3,300,0.5,1.6,0.00042116
3,300,0.5,1.7,0.000429751
3,300,0.5,1.8,0.000437322
3,300,0.5,1.9,0.000444124
3,300,0.5,2,0.000450482
3,300,0.6,0,1.04E-05
3,300,0.6,0.1,1.39E-05
3,300,0.6,0.2,1.87E-05
3,300,0.6,0.3,2.58E-05
3,300,0.6,0.4,3.67E-05
3,300,0.6,0.5,5.52E-05
3,300,0.6,0.6,9.46E-05
3,300,0.6,0.7,0.000156906
3,300,0.6,0.8,0.00022414
3,300,0.6,0.9,0.000287664
3,300,0.6,1,0.000344097
3,300,0.6,1.1,0.000387037
3,300,0.6,1.2,0.000416772
3,300,0.6,1.3,0.000439091
3,300,0.6,1.4,0.000457722
3,300,0.6,1.5,0.00047336
3,300,0.6,1.6,0.000486707
3,300,0.6,1.7,0.000498158
3,300,0.6,1.8,0.00050827
3,300,0.6,1.9,0.000517244
3,300,0.6,2,0.000525266
3,300,0.7,0,1.21E-05
3,300,0.7,0.1,1.58E-05
3,300,0.7,0.2,2.10E-05
3,300,0.7,0.3,2.85E-05
3,300,0.7,0.4,3.99E-05
3,300,0.7,0.5,5.90E-05
3,300,0.7,0.6,9.89E-05
3,300,0.7,0.7,0.000162254
3,300,0.7,0.8,0.000231338
3,300,0.7,0.9,0.000296842
3,300,0.7,1,0.000357493
3,300,0.7,1.1,0.000410518
3,300,0.7,1.2,0.000450983
3,300,0.7,1.3,0.000480307
3,300,0.7,1.4,0.000504242
3,300,0.7,1.5,0.000524433
3,300,0.7,1.6,0.000541559
3,300,0.7,1.7,0.000556459
3,300,0.7,1.8,0.00056932
3,300,0.7,1.9,0.000580727
3,300,0.7,2,0.000590897
3,300,0.8,0,1.34E-05
3,300,0.8,0.1,1.74E-05
3,300,0.8,0.2,2.29E-05
3,300,0.8,0.3,3.07E-05
3,300,0.8,0.4,4.24E-05
3,300,0.8,0.5,6.19E-05
3,300,0.8,0.6,0.000102234
3,300,0.8,0.7,0.000166471
3,300,0.8,0.8,0.000236912
3,300,0.8,0.9,0.000304161
3,300,0.8,1,0.000367387
3,300,0.8,1.1,0.000424012
3,300,0.8,1.2,0.000474295
3,300,0.8,1.3,0.000511869
3,300,0.8,1.4,0.000542129
3,300,0.8,1.5,0.000567515
3,300,0.8,1.6,0.000589202
3,300,0.8,1.7,0.000607844
3,300,0.8,1.8,0.000623955
3,300,0.8,1.9,0.00063815
3,300,0.8,2,0.000650769
3,300,0.9,0,1.45E-05
3,300,0.9,0.1,1.87E-05
3,300,0.9,0.2,2.44E-05
3,300,0.9,0.3,3.24E-05
3,300,0.9,0.4,4.45E-05
3,300,0.9,0.5,6.43E-05
3,300,0.9,0.6,0.000104996
3,300,0.9,0.7,0.000169927
3,300,0.9,0.8,0.000241457
3,300,0.9,0.9,0.000310045
3,300,0.9,1,0.000375303
3,300,0.9,1.1,0.000433728
3,300,0.9,1.2,0.000489049
3,300,0.9,1.3,0.00053548
3,300,0.9,1.4,0.000572084
3,300,0.9,1.5,0.000603397
3,300,0.9,1.6,0.000630116
3,300,0.9,1.7,0.000653008
3,300,0.9,1.8,0.000672835
3,300,0.9,1.9,0.000690259
3,300,0.9,2,0.000705534
3,300,1,0,1.55E-05
3,300,1,0.1,1.98E-05
3,300,1,0.2,2.56E-05
3,300,1,0.3,3.39E-05
3,300,1,0.4,4.62E-05
3,300,1,0.5,6.63E-05
3,300,1,0.6,0.000107313
3,300,1,0.7,0.000172848
3,300,1,0.8,0.000245252
3,300,1,0.9,0.000315251
3,300,1,1,0.00038193
3,300,1,1.1,0.0004418
3,300,1,1.2,0.000499899
3,300,1,1.3,0.000551954
3,300,1,1.4,0.000595511
3,300,1,1.5,0.000632452
3,300,1,1.6,0.000664484
3,300,1,1.7,0.00069225
3,300,1,1.8,0.000716326
3,300,1,1.9,0.000737185
3,300,1,2,0.000755698
1,30,0,0,4.19E-18
1,30,0,0.1,2.85E-17
1,30,0,0.2,-2.51E-18
1,30,0,0.3,1.42E-17
1,30,0,0.4,7.53E-18
1,30,0,0.5,-2.09E-17
1,30,0,0.6,-1.71E-17
1,30,0,0.7,5.95E-17
1,30,0,0.8,1.24E-17
1,30,0,0.9,1.17E-17
1,30,0,1,-3.77E-17
1,30,0,1.1,9.64E-15
1,30,0,1.2,3.82E-15
1,30,0,1.3,1.23E-15
1,30,0,1.4,3.41E-16
1,30,0,1.5,1.91E-16
1,30,0,1.6,2.07E-18
1,30,0,1.7,4.81E-17
1,30,0,1.8,-2.47E-17
1,30,0,1.9,-6.88E-17
1,30,0,2,-7.69E-17
1,30,0.05,0,1.76E-07
1,30,0.05,0.1,4.42E-07
1,30,0.05,0.2,1.26E-06
1,30,0.05,0.3,4.23E-06
1,30,0.05,0.4,1.63E-05
1,30,0.05,0.5,6.02E-05
1,30,0.05,0.6,0.000137004
1,30,0.05,0.7,0.000152322
1,30,0.05,0.8,0.000157358
1,30,0.05,0.9,0.000160905
1,30,0.05,1,0.000163699
1,30,0.05,1.1,0.000165872
1,30,0.05,1.2,0.000167603
1,30,0.05,1.3,0.000169027
1,30,0.05,1.4,0.000170228
1,30,0.05,1.5,0.000171265
1,30,0.05,1.6,0.000172175
1,30,0.05,1.7,0.000172986
1,30,0.05,1.8,0.000173718
1,30,0.05,1.9,0.000174385
1,30,0.05,2,0.000174998
1,30,0.1,0,6.09E-07
1,30,0.1,0.1,1.44E-06
1,30,0.1,0.2,3.72E-06
1,30,0.1,0.3,1.06E-05
1,30,0.1,0.4,3.26E-05
1,30,0.1,0.5,9.94E-05
1,30,0.1,0.6,0.000257169
1,30,0.1,0.7,0.000294887
1,30,0.1,0.8,0.000311573
1,30,0.1,0.9,0.000318695
1,30,0.1,1,0.000324615
1,30,0.1,1.1,0.000329226
1,30,0.1,1.2,0.000332881
1,30,0.1,1.3,0.000335864
1,30,0.1,1.4,0.000338366
1,30,0.1,1.5,0.000340512
1,30,0.1,1.6,0.000342388
1,30,0.1,1.7,0.000344052
1,30,0.1,1.8,0.00034555
1,30,0.1,1.9,0.000346911
1,30,0.1,2,0.000348161
1,30,0.15,0,1.77E-06
1,30,0.15,0.1,3.88E-06
1,30,0.15,0.2,8.91E-06
1,30,0.15,0.3,2.16E-05
1,30,0.15,0.4,5.40E-05
1,30,0.15,0.5,0.000134487
1,30,0.15,0.6,0.000336395
1,30,0.15,0.7,0.000433404
1,30,0.15,0.8,0.000461542
1,30,0.15,0.9,0.00047393
1,30,0.15,1,0.000482886
1,30,0.15,1.1,0.000490019
1,30,0.15,1.2,0.00049569
1,30,0.15,1.3,0.000500307
1,30,0.15,1.4,0.000504165
1,30,0.15,1.5,0.000507465
1,30,0.15,1.6,0.000510343
1,30,0.15,1.7,0.000512893
1,30,0.15,1.8,0.000515182
1,30,0.15,1.9,0.00051726
1,30,0.15,2,0.000519163
1,30,0.2,0,4.57E-06
1,30,0.2,0.1,9.24E-06
1,30,0.2,0.2,1.90E-05
1,30,0.2,0.3,3.93E-05
1,30,0.2,0.4,8.17E-05
1,30,0.2,0.5,0.000171836
1,30,0.2,0.6,0.000384528
1,30,0.2,0.7,0.000560081
1,30,0.2,0.8,0.000604146
1,30,0.2,0.9,0.000626207
1,30,0.2,1,0.000639363
1,30,0.2,1.1,0.000648824
1,30,0.2,1.2,0.000656454
1,30,0.2,1.3,0.000662689
1,30,0.2,1.4,0.0006679
1,30,0.2,1.5,0.000672353
1,30,0.2,1.6,0.000676229
1,30,0.2,1.7,0.000679659
1,30,0.2,1.8,0.000682735
1,30,0.2,1.9,0.000685524
1,30,0.2,2,0.000688077
1,30,0.25,0,1.05E-05
1,30,0.25,0.1,1.93E-05
1,30,0.25,0.2,3.50E-05
1,30,0.25,0.3,6.33E-05
1,30,0.25,0.4,0.00011495
1,30,0.25,0.5,0.00021241
1,30,0.25,0.6,0.00042239
1,30,0.25,0.7,0.00067625
1,30,0.25,0.8,0.00073901
1,30,0.25,0.9,0.00077386
1,30,0.25,1,0.00079303
1,30,0.25,1.1,0.00080647
1,30,0.25,1.2,0.0008158
1,30,0.25,1.3,0.00082352
1,30,0.25,1.4,0.00083001
1,30,0.25,1.5,0.00083556
1,30,0.25,1.6,0.00084039
1,30,0.25,1.7,0.00084467
1,30,0.25,1.8,0.00084851
1,30,0.25,1.9,0.00085198
1,30,0.25,2,0.00085516
1,30,0.3,0,1.86E-05
1,30,0.3,0.1,3.26E-05
1,30,0.3,0.2,5.60E-05
1,30,0.3,0.3,9.31E-05
1,30,0.3,0.4,0.000153075
1,30,0.3,0.5,0.000256554
1,30,0.3,0.6,0.000459126
1,30,0.3,0.7,0.000758603
1,30,0.3,0.8,0.000872935
1,30,0.3,0.9,0.000915315
1,30,0.3,1,0.00094333
1,30,0.3,1.1,0.000960464
1,30,0.3,1.2,0.000973989
1,30,0.3,1.3,0.000983402
1,30,0.3,1.4,0.000990993
1,30,0.3,1.5,0.000997523
1,30,0.3,1.6,0.00100323
1,30,0.3,1.7,0.00100828
1,30,0.3,1.8,0.00101282
1,30,0.3,1.9,0.00101693
1,30,0.3,2,0.0010207
1,30,0.35,0,2.20E-05
1,30,0.35,0.1,3.74E-05
1,30,0.35,0.2,6.32E-05
1,30,0.35,0.3,0.000106197
1,30,0.35,0.4,0.000179595
1,30,0.35,0.5,0.000303015
1,30,0.35,0.6,0.000499624
1,30,0.35,0.7,0.000818006
1,30,0.35,0.8,0.000993866
1,30,0.35,0.9,0.00105258
1,30,0.35,1,0.00108779
1,30,0.35,1.1,0.00111242
1,30,0.35,1.2,0.00112784
1,30,0.35,1.3,0.00114053
1,30,0.35,1.4,0.00115115
1,30,0.35,1.5,0.00115882
1,30,0.35,1.6,0.00116524
1,30,0.35,1.7,0.00117095
1,30,0.35,1.8,0.00117609
1,30,0.35,1.9,0.00118076
1,30,0.35,2,0.00118501
1,30,0.4,0,2.84E-05
1,30,0.4,0.1,4.65E-05
1,30,0.4,0.2,7.55E-05
1,30,0.4,0.3,0.000122016
1,30,0.4,0.4,0.000197558
1,30,0.4,0.5,0.000323741
1,30,0.4,0.6,0.000543437
1,30,0.4,0.7,0.000868018
1,30,0.4,0.8,0.00111246
1,30,0.4,0.9,0.0011855
1,30,0.4,1,0.00122833
1,30,0.4,1.1,0.00125786
1,30,0.4,1.2,0.00128037
1,30,0.4,1.3,0.00129484
1,30,0.4,1.4,0.00130673
1,30,0.4,1.5,0.00131688
1,30,0.4,1.6,0.00132567
1,30,0.4,1.7,0.00133322
1,30,0.4,1.8,0.00133872
1,30,0.4,1.9,0.00134373
1,30,0.4,2,0.00134836
1,30,0.45,0,3.63E-05
1,30,0.45,0.1,5.75E-05
1,30,0.45,0.2,9.03E-05
1,30,0.45,0.3,0.000141136
1,30,0.45,0.4,0.000220987
1,30,0.45,0.5,0.000349377
1,30,0.45,0.6,0.00056612
1,30,0.45,0.65,0.000741491
1,30,0.45,0.7,0.000914287
1,30,0.45,0.8,0.00119838
1,30,0.45,0.9,0.00131257
1,30,0.45,1,0.00136713
1,30,0.45,1.1,0.00140248
1,30,0.45,1.2,0.00142682
1,30,0.45,1.3,0.0014471
1,30,0.45,1.4,0.00146131
1,30,0.45,1.5,0.00147249
1,30,0.45,1.6,0.00148211
1,30,0.45,1.7,0.00149043
1,30,0.45,1.8,0.0014979
1,30,0.45,1.9,0.00150467
1,30,0.45,2,0.00151086
1,30,0.5,0,4.51E-05
1,30,0.5,0.1,6.95E-05
1,30,0.5,0.2,0.000106077
1,30,0.5,0.3,0.00016136
1,30,0.5,0.4,0.000245921
1,30,0.5,0.5,0.000377993
1,30,0.5,0.6,0.0005927
1,30,0.5,0.7,0.000950345
1,30,0.5,0.8,0.00126753
1,30,0.5,0.9,0.00143212
1,30,0.5,1,0.00150003
1,30,0.5,1.1,0.00154204
1,30,0.5,1.2,0.00157232
1,30,0.5,1.3,0.00159439
1,30,0.5,1.4,0.00161274
1,30,0.5,1.5,0.00162715
1,30,0.5,1.6,0.00163731
1,30,0.5,1.7,0.00164636
1,30,0.5,1.8,0.00165448
1,30,0.5,1.9,0.00166185
1,30,0.5,2,0.00166859
1,30,0.6,0,6.43E-05
1,30,0.6,0.1,9.46E-05
1,30,0.6,0.2,0.000138453
1,30,0.6,0.3,0.000202167
1,30,0.6,0.4,0.000295903
1,30,0.6,0.5,0.000436019
1,30,0.6,0.6,0.000651401
1,30,0.6,0.7,0.00100465
1,30,0.6,0.8,0.00136439
1,30,0.6,0.9,0.00164311
1,30,0.6,1,0.0017519
1,30,0.6,1.1,0.00181443
1,30,0.6,1.2,0.00185562
1,30,0.6,1.3,0.00188638
1,30,0.6,1.4,0.00190766
1,30,0.6,1.5,0.00192514
1,30,0.6,1.6,0.00194001
1,30,0.6,1.7,0.00195298
1,30,0.6,1.8,0.00196442
1,30,0.6,1.9,0.00197336
1,30,0.6,2,0.00198107
1,30,0.7,0,8.31E-05
1,30,0.7,0.1,0.000118673
1,30,0.7,0.2,0.000168749
1,30,0.7,0.3,0.000239656
1,30,0.7,0.4,0.000341337
1,30,0.7,0.5,0.000489412
1,30,0.7,0.6,0.000708819
1,30,0.7,0.7,0.00105872
1,30,0.7,0.8,0.00142942
1,30,0.7,0.9,0.00175614
1,30,0.7,1,0.00198143
1,30,0.7,1.05,0.0020282
1,30,0.7,1.1,0.00206634
1,30,0.7,1.2,0.00212643
1,30,0.7,1.3,0.00216842
1,30,0.7,1.4,0.00219809
1,30,0.7,1.5,0.00221939
1,30,0.7,1.6,0.00223628
1,30,0.7,1.7,0.00225106
1,30,0.7,1.8,0.00226412
1,30,0.7,1.9,0.00227577
1,30,0.7,2,0.00228629
1,30,0.8,0,0.000103501
1,30,0.8,0.1,0.000144213
1,30,0.8,0.2,0.000200169
1,30,0.8,0.3,0.000277639
1,30,0.8,0.4,0.000386198
1,30,0.8,0.5,0.00054028
1,30,0.8,0.6,0.000761787
1,30,0.8,0.7,0.00111019
1,30,0.8,0.8,0.00149614
1,30,0.8,0.9,0.00184005
1,30,0.8,1,0.00212375
1,30,0.8,1.05,0.00221324
1,30,0.8,1.1,0.0022749
1,30,0.8,1.2,0.0023688
1,30,0.8,1.3,0.00243293
1,30,0.8,1.4,0.00247744
1,30,0.8,1.5,0.00250665
1,30,0.8,1.6,0.00252928
1,30,0.8,1.7,0.00254601
1,30,0.8,1.8,0.00256083
1,30,0.8,1.9,0.00257403
1,30,0.8,2,0.00258592
1,30,0.9,0,0.000125189
1,30,0.9,0.1,0.00017075
1,30,0.9,0.2,0.000232188
1,30,0.9,0.3,0.000315688
1,30,0.9,0.4,0.000430496
1,30,0.9,0.5,0.000590089
1,30,0.9,0.6,0.000813863
1,30,0.9,0.7,0.00115772
1,30,0.9,0.8,0.00154827
1,30,0.9,0.9,0.00190844
1,30,0.9,1,0.00221269
1,30,0.9,1.1,0.00244316
1,30,0.9,1.2,0.00256265
1,30,0.9,1.3,0.00264916
1,30,0.9,1.4,0.00271383
1,30,0.9,1.5,0.00276165
1,30,0.9,1.6,0.00279645
1,30,0.9,1.7,0.00282242
1,30,0.9,1.8,0.00284407
1,30,0.9,1.9,0.00286234
1,30,0.9,2,0.00287803
1,30,1,0,0.00014776
1,30,1,0.1,0.000197912
1,30,1,0.2,0.000264506
1,30,1,0.3,0.000353644
1,30,1,0.4,0.000474238
1,30,1,0.5,0.00063886
1,30,1,0.6,0.000864728
1,30,1,0.7,0.00119831
1,30,1,0.8,0.0016021
1,30,1,0.9,0.00197306
1,30,1,1,0.00230642
1,30,1,1.1,0.0025776
1,30,1,1.2,0.00274014
1,30,1,1.3,0.0028491
1,30,1,1.4,0.00292868
1,30,1,1.5,0.00299119
1,30,1,1.6,0.00303318
1,30,1,1.7,0.00306736
1,30,1,1.8,0.00309577
1,30,1,1.9,0.00311979
1,30,1,2,0.00314051
1,50,0,0,-8.37E-19
1,50,0,0.1,8.37E-19
1,50,0,0.2,-5.02E-18
1,50,0,0.3,4.86E-17
1,50,0,0.4,-2.51E-18
1,50,0,0.5,-1.09E-17
1,50,0,0.6,3.10E-17
1,50,0,0.7,-4.80E-17
1,50,0,0.8,4.49E-17
1,50,0,0.9,9.37E-18
1,50,0,1,-1.94E-17
1,50,0,1.1,9.58E-15
1,50,0,1.2,3.85E-15
1,50,0,1.3,1.26E-15
1,50,0,1.4,3.78E-16
1,50,0,1.5,7.26E-17
1,50,0,1.6,6.92E-17
1,50,0,1.7,2.13E-17
1,50,0,1.8,8.77E-17
1,50,0,1.9,-3.10E-17
1,50,0,2,1.47E-17
1,50,0.05,0,6.81E-08
1,50,0.05,0.1,1.72E-07
1,50,0.05,0.2,5.00E-07
1,50,0.05,0.3,1.75E-06
1,50,0.05,0.4,7.51E-06
1,50,0.05,0.5,3.49E-05
1,50,0.05,0.6,0.000103147
1,50,0.05,0.7,0.000120107
1,50,0.05,0.8,0.000125461
1,50,0.05,0.9,0.000129835
1,50,0.05,1,0.00013341
1,50,0.05,1.1,0.000136246
1,50,0.05,1.2,0.000138544
1,50,0.05,1.3,0.000140456
1,50,0.05,1.4,0.000142085
1,50,0.05,1.5,0.000143503
1,50,0.05,1.6,0.000144757
1,50,0.05,1.7,0.000145883
1,50,0.05,1.8,0.000146905
1,50,0.05,1.9,0.000147843
1,50,0.05,2,0.000148709
1,50,0.1,0,2.36E-07
1,50,0.1,0.1,5.64E-07
1,50,0.1,0.2,1.50E-06
1,50,0.1,0.3,4.52E-06
1,50,0.1,0.4,1.54E-05
1,50,0.1,0.5,5.64E-05
1,50,0.1,0.6,0.00018828
1,50,0.1,0.7,0.000230876
1,50,0.1,0.8,0.000249677
1,50,0.1,0.9,0.000257942
1,50,0.1,1,0.000265015
1,50,0.1,1.1,0.000270752
1,50,0.1,1.2,0.00027542
1,50,0.1,1.3,0.000279297
1,50,0.1,1.4,0.000282599
1,50,0.1,1.5,0.000285468
1,50,0.1,1.6,0.000288005
1,50,0.1,1.7,0.00029028
1,50,0.1,1.8,0.000292343
1,50,0.1,1.9,0.000294234
1,50,0.1,2,0.00029598
1,50,0.15,0,6.90E-07
1,50,0.15,0.1,1.55E-06
1,50,0.15,0.2,3.69E-06
1,50,0.15,0.3,9.52E-06
1,50,0.15,0.4,2.63E-05
1,50,0.15,0.5,7.64E-05
1,50,0.15,0.6,0.000238296
1,50,0.15,0.7,0.000340634
1,50,0.15,0.8,0.000370132
1,50,0.15,0.9,0.000385798
1,50,0.15,1,0.000396165
1,50,0.15,1.1,0.000404404
1,50,0.15,1.2,0.000411255
1,50,0.15,1.3,0.000417001
1,50,0.15,1.4,0.000421912
1,50,0.15,1.5,0.000426187
1,50,0.15,1.6,0.000429969
1,50,0.15,1.7,0.000433363
1,50,0.15,1.8,0.000436442
1,50,0.15,1.9,0.000439264
1,50,0.15,2,0.00044187
1,50,0.2,0,1.81E-06
1,50,0.2,0.1,3.79E-06
1,50,0.2,0.2,8.19E-06
1,50,0.2,0.3,1.81E-05
1,50,0.2,0.4,4.13E-05
1,50,0.2,0.5,9.87E-05
1,50,0.2,0.6,0.00026847
1,50,0.2,0.7,0.000436817
1,50,0.2,0.8,0.000484763
1,50,0.2,0.9,0.000510642
1,50,0.2,1,0.000527293
1,50,0.2,1.1,0.000538614
1,50,0.2,1.2,0.000547687
1,50,0.2,1.3,0.000554915
1,50,0.2,1.4,0.000561175
1,50,0.2,1.5,0.000566643
1,50,0.2,1.6,0.000571432
1,50,0.2,1.7,0.000575759
1,50,0.2,1.8,0.000579707
1,50,0.2,1.9,0.000583341
1,50,0.2,2,0.00058671
1,50,0.25,0,4.29E-06
1,50,0.25,0.1,8.20E-06
1,50,0.25,0.2,1.58E-05
1,50,0.25,0.3,3.06E-05
1,50,0.25,0.4,6.00E-05
1,50,0.25,0.5,0.00012356
1,50,0.25,0.6,0.000293695
1,50,0.25,0.7,0.000516964
1,50,0.25,0.8,0.000595209
1,50,0.25,0.9,0.000630532
1,50,0.25,1,0.000654152
1,50,0.25,1.1,0.000671006
1,50,0.25,1.2,0.000683737
1,50,0.25,1.3,0.000693077
1,50,0.25,1.4,0.000700871
1,50,0.25,1.5,0.000707782
1,50,0.25,1.6,0.000713565
1,50,0.25,1.7,0.000718665
1,50,0.25,1.8,0.000723349
1,50,0.25,1.9,0.00072768
1,50,0.25,2,0.000731712
1,50,0.3,0,7.00E-06
1,50,0.3,0.1,1.28E-05
