tch,mch,tox,ub,vg,e0,e1,e2
8.00E-09,0.04,2.00E-09,4,0.7,-0.28947,-0.030304,0.46646
8.00E-09,0.04,2.00E-09,4,0.8,-0.32443,-0.068141,0.42857
8.00E-09,0.04,2.00E-09,4,0.9,-0.3582,-0.10476,0.39191
8.00E-09,0.04,2.00E-09,4,1,-0.39169,-0.14107,0.35558
8.00E-09,0.04,2.00E-09,4,1.1,-0.42513,-0.1773,0.31934
8.00E-09,0.04,2.00E-09,4,1.2,-0.4586,-0.21353,0.28313
8.00E-09,0.04,2.00E-09,4,1.3,-0.4921,-0.24976,0.24695
8.00E-09,0.04,2.00E-09,4,1.4,-0.52564,-0.286,0.21078
8.00E-09,0.04,2.00E-09,4,1.5,-0.55921,-0.32224,0.17463
8.00E-09,0.04,2.00E-09,4,1.6,-0.5928,-0.35847,0.13852
8.00E-09,0.04,2.00E-09,4,1.7,-0.62635,-0.39462,0.1025
8.00E-09,0.04,2.00E-09,4,1.8,-0.65959,-0.43046,0.066833
8.00E-09,0.04,2.00E-09,4,1.9,-0.69181,-0.46529,0.032222
8.00E-09,0.04,2.00E-09,4,2,-0.72184,-0.49799,-0.00018632
8.00E-09,0.04,2.00E-09,4,2.1,-0.74942,-0.52832,-0.030127
8.00E-09,0.04,2.00E-09,4,2.2,-0.77547,-0.55715,-0.058508
8.00E-09,0.04,2.00E-09,4,2.3,-0.80086,-0.58534,-0.086187
8.00E-09,0.04,2.00E-09,4,2.4,-0.82602,-0.61328,-0.11359
8.00E-09,0.04,2.00E-09,4,2.5,-0.85113,-0.64115,-0.14087
8.00E-09,0.04,2.00E-09,4,2.6,-0.87624,-0.66901,-0.1681
8.00E-09,0.04,2.00E-09,4,2.7,-0.90138,-0.69687,-0.1953
8.00E-09,0.04,2.00E-09,4,2.8,-0.92655,-0.72474,-0.22248
8.00E-09,0.04,2.00E-09,4,2.9,-0.95176,-0.75262,-0.24963
8.00E-09,0.04,2.00E-09,4,3,-0.97701,-0.78052,-0.27676
1.00E-08,0.04,2.00E-09,4,-1,1.0605,1.251,1.5846
1.00E-08,0.04,2.00E-09,4,-0.9,0.96048,1.151,1.4846
1.00E-08,0.04,2.00E-09,4,-0.8,0.86049,1.051,1.3847
1.00E-08,0.04,2.00E-09,4,-0.7,0.76052,0.95106,1.2847
1.00E-08,0.04,2.00E-09,4,-0.6,0.66046,0.851,1.1846
1.00E-08,0.04,2.00E-09,4,-0.5,0.56043,0.75098,1.0846
1.00E-08,0.04,2.00E-09,4,-0.4,0.46045,0.65099,0.98461
1.00E-08,0.04,2.00E-09,4,-0.3,0.36052,0.55106,0.88468
1.00E-08,0.04,2.00E-09,4,-0.2,0.26051,0.45105,0.78467
1.00E-08,0.04,2.00E-09,4,-0.1,0.16054,0.35107,0.6847
1.00E-08,0.04,2.00E-09,4,0,0.062883,0.25332,0.58694
1.00E-08,0.04,2.00E-09,4,0.1,-0.012261,0.17649,0.5101
1.00E-08,0.04,2.00E-09,4,0.2,-0.06629,0.11927,0.45287
1.00E-08,0.04,2.00E-09,4,0.3,-0.11509,0.066991,0.40062
1.00E-08,0.04,2.00E-09,4,0.4,-0.16003,0.018582,0.35222
1.00E-08,0.04,2.00E-09,4,0.5,-0.19852,-0.023344,0.31022
1.00E-08,0.04,2.00E-09,4,0.6,-0.23269,-0.0609,0.27255
1.00E-08,0.04,2.00E-09,4,0.7,-0.26541,-0.096951,0.2364
1.00E-08,0.04,2.00E-09,4,0.8,-0.29779,-0.13261,0.20069
1.00E-08,0.04,2.00E-09,4,0.9,-0.33014,-0.16816,0.16513
1.00E-08,0.04,2.00E-09,4,1,-0.36251,-0.20368,0.12966
1.00E-08,0.04,2.00E-09,4,1.1,-0.39484,-0.2391,0.094341
1.00E-08,0.04,2.00E-09,4,1.2,-0.4268,-0.27411,0.059481
1.00E-08,0.04,2.00E-09,4,1.3,-0.45759,-0.30795,0.025888
1.00E-08,0.04,2.00E-09,4,1.4,-0.48612,-0.33959,-0.0053878
1.00E-08,0.04,2.00E-09,4,1.5,-0.51241,-0.36904,-0.034348
1.00E-08,0.04,2.00E-09,4,1.6,-0.5374,-0.39722,-0.061926
1.00E-08,0.04,2.00E-09,4,1.7,-0.56188,-0.42486,-0.088877
1.00E-08,0.04,2.00E-09,4,1.8,-0.58621,-0.45232,-0.11556
1.00E-08,0.04,2.00E-09,4,1.9,-0.61052,-0.47972,-0.14212
1.00E-08,0.04,2.00E-09,4,2,-0.63489,-0.50713,-0.1686
1.00E-08,0.04,2.00E-09,4,2.1,-0.65932,-0.53456,-0.19503
1.00E-08,0.04,2.00E-09,4,2.2,-0.68382,-0.56201,-0.22141
1.00E-08,0.04,2.00E-09,4,2.3,-0.7084,-0.58949,-0.24774
1.00E-08,0.04,2.00E-09,4,2.4,-0.73305,-0.617,-0.27403
1.00E-08,0.04,2.00E-09,4,2.5,-0.75778,-0.64454,-0.30027
1.00E-08,0.04,2.00E-09,4,2.6,-0.78258,-0.6721,-0.32646
1.00E-08,0.04,2.00E-09,4,2.7,-0.80744,-0.69967,-0.35259
1.00E-08,0.04,2.00E-09,4,2.8,-0.83235,-0.72723,-0.37865
1.00E-08,0.04,2.00E-09,4,2.9,-0.85722,-0.75473,-0.40455
1.00E-08,0.04,2.00E-09,4,3,-0.88192,-0.78201,-0.43016
2.00E-09,0.04,3.00E-09,4,-1,1.5642,4.0507,5.137
2.00E-09,0.04,3.00E-09,4,-0.9,1.4642,3.9507,5.037
2.00E-09,0.04,3.00E-09,4,-0.8,1.3642,3.8507,4.937
2.00E-09,0.04,3.00E-09,4,-0.7,1.2642,3.7507,4.8371
2.00E-09,0.04,3.00E-09,4,-0.6,1.1641,3.6507,4.737
2.00E-09,0.04,3.00E-09,4,-0.5,1.0641,3.5507,4.637
2.00E-09,0.04,3.00E-09,4,-0.4,0.96413,3.4507,4.537
2.00E-09,0.04,3.00E-09,4,-0.3,0.8642,3.3508,4.4371
2.00E-09,0.04,3.00E-09,4,-0.2,0.76418,3.2507,4.3371
2.00E-09,0.04,3.00E-09,4,-0.1,0.66414,3.1507,4.237
2.00E-09,0.04,3.00E-09,4,0,0.56511,3.0517,4.138
2.00E-09,0.04,3.00E-09,4,0.1,0.46608,2.9526,4.039
2.00E-09,0.04,3.00E-09,4,0.2,0.36604,2.8526,3.9389
2.00E-09,0.04,3.00E-09,4,0.3,0.26603,2.7526,3.8389
2.00E-09,0.04,3.00E-09,4,0.4,0.16614,2.6527,3.739
2.00E-09,0.04,3.00E-09,4,0.5,0.068081,2.5546,3.64
2.00E-09,0.04,3.00E-09,4,0.6,-0.007861,2.478,3.5518
2.00E-09,0.04,3.00E-09,4,0.7,-0.059496,2.4251,3.4753
2.00E-09,0.04,3.00E-09,4,0.8,-0.10574,2.3774,3.401
2.00E-09,0.04,3.00E-09,4,0.9,-0.15106,2.3307,3.3267
2.00E-09,0.04,3.00E-09,4,1,-0.19621,2.2841,3.252
2.00E-09,0.04,3.00E-09,4,1.1,-0.24134,2.2375,3.1769
2.00E-09,0.04,3.00E-09,4,1.2,-0.28646,2.1909,3.1014
2.00E-09,0.04,3.00E-09,4,1.3,-0.33158,2.1443,3.0254
2.00E-09,0.04,3.00E-09,4,1.4,-0.3767,2.0977,2.949
2.00E-09,0.04,3.00E-09,4,1.5,-0.42183,2.051,2.8721
2.00E-09,0.04,3.00E-09,4,1.6,-0.46695,2.0044,2.795
2.00E-09,0.04,3.00E-09,4,1.7,-0.51207,1.9577,2.7173
2.00E-09,0.04,3.00E-09,4,1.8,-0.5572,1.9111,2.6394
2.00E-09,0.04,3.00E-09,4,1.9,-0.60233,1.8644,2.561
2.00E-09,0.04,3.00E-09,4,2,-0.64745,1.8177,2.4823
2.00E-09,0.04,3.00E-09,4,2.1,-0.69258,1.7711,2.4032
2.00E-09,0.04,3.00E-09,4,2.2,-0.73771,1.7243,2.3239
2.00E-09,0.04,3.00E-09,4,2.3,-0.78283,1.6776,2.2442
2.00E-09,0.04,3.00E-09,4,2.4,-0.82796,1.6309,2.1643
2.00E-09,0.04,3.00E-09,4,2.5,-0.87309,1.5841,2.084
2.00E-09,0.04,3.00E-09,4,2.6,-0.91822,1.5374,2.0034
2.00E-09,0.04,3.00E-09,4,2.7,-0.96335,1.4906,1.9227
2.00E-09,0.04,3.00E-09,4,2.8,-1.0085,1.4438,1.8416
2.00E-09,0.04,3.00E-09,4,2.9,-1.0536,1.3969,1.7603
2.00E-09,0.04,3.00E-09,4,3,-1.0987,1.3501,1.6788
4.00E-09,0.04,3.00E-09,4,-1,1.2388,2.0964,3.7672
4.00E-09,0.04,3.00E-09,4,-0.9,1.1388,1.9964,3.6672
4.00E-09,0.04,3.00E-09,4,-0.8,1.0388,1.8964,3.5672
4.00E-09,0.04,3.00E-09,4,-0.7,0.93881,1.7964,3.4672
4.00E-09,0.04,3.00E-09,4,-0.6,0.83876,1.6963,3.3672
4.00E-09,0.04,3.00E-09,4,-0.5,0.73873,1.5963,3.2672
4.00E-09,0.04,3.00E-09,4,-0.4,0.63874,1.4963,3.1672
4.00E-09,0.04,3.00E-09,4,-0.3,0.53881,1.3964,3.0672
4.00E-09,0.04,3.00E-09,4,-0.2,0.4388,1.2964,2.9672
4.00E-09,0.04,3.00E-09,4,-0.1,0.33876,1.1963,2.8672
4.00E-09,0.04,3.00E-09,4,0,0.23973,1.0973,2.7682
4.00E-09,0.04,3.00E-09,4,0.1,0.14082,0.99841,2.6692
4.00E-09,0.04,3.00E-09,4,0.2,0.045464,0.90293,2.5738
4.00E-09,0.04,3.00E-09,4,0.3,-0.021267,0.83537,2.5061
4.00E-09,0.04,3.00E-09,4,0.4,-0.069667,0.78569,2.4564
4.00E-09,0.04,3.00E-09,4,0.5,-0.11451,0.73947,2.41
4.00E-09,0.04,3.00E-09,4,0.6,-0.15872,0.69388,2.3643
4.00E-09,0.04,3.00E-09,4,0.7,-0.20282,0.6484,2.3188
4.00E-09,0.04,3.00E-09,4,0.8,-0.24689,0.60293,2.2732
4.00E-09,0.04,3.00E-09,4,0.9,-0.29097,0.55747,2.2276
4.00E-09,0.04,3.00E-09,4,1,-0.33505,0.51201,2.182
4.00E-09,0.04,3.00E-09,4,1.1,-0.37913,0.46655,2.1365
4.00E-09,0.04,3.00E-09,4,1.2,-0.42321,0.42109,2.0909
4.00E-09,0.04,3.00E-09,4,1.3,-0.46729,0.37563,2.0453
4.00E-09,0.04,3.00E-09,4,1.4,-0.51138,0.33017,1.9997
4.00E-09,0.04,3.00E-09,4,1.5,-0.55547,0.28471,1.9541
4.00E-09,0.04,3.00E-09,4,1.6,-0.59956,0.23925,1.9085
4.00E-09,0.04,3.00E-09,4,1.7,-0.64365,0.19379,1.8629
4.00E-09,0.04,3.00E-09,4,1.8,-0.68771,0.14837,1.8174
4.00E-09,0.04,3.00E-09,4,1.9,-0.7316,0.10312,1.772
4.00E-09,0.04,3.00E-09,4,2,-0.77457,0.058788,1.7275
4.00E-09,0.04,3.00E-09,4,2.1,-0.8143,0.01771,1.6862
4.00E-09,0.04,3.00E-09,4,2.2,-0.84865,-0.017982,1.6502
4.00E-09,0.04,3.00E-09,4,2.3,-0.87918,-0.049847,1.618
4.00E-09,0.04,3.00E-09,4,2.4,-0.9081,-0.080092,1.5874
4.00E-09,0.04,3.00E-09,4,2.5,-0.93646,-0.10977,1.5573
4.00E-09,0.04,3.00E-09,4,2.6,-0.96463,-0.13927,1.5274
4.00E-09,0.04,3.00E-09,4,2.7,-0.99274,-0.1687,1.4976
4.00E-09,0.04,3.00E-09,4,2.8,-1.0208,-0.19812,1.4677
4.00E-09,0.04,3.00E-09,4,2.9,-1.0489,-0.22753,1.4379
4.00E-09,0.04,3.00E-09,4,3,-1.077,-0.25694,1.408
6.00E-09,0.04,3.00E-09,4,-1,1.1345,1.5798,2.4063
6.00E-09,0.04,3.00E-09,4,-0.9,1.0345,1.4798,2.3063
6.00E-09,0.04,3.00E-09,4,-0.8,0.93452,1.3798,2.2064
6.00E-09,0.04,3.00E-09,4,-0.7,0.83455,1.2798,2.1064
6.00E-09,0.04,3.00E-09,4,-0.6,0.73449,1.1798,2.0063
6.00E-09,0.04,3.00E-09,4,-0.5,0.63446,1.0798,1.9063
6.00E-09,0.04,3.00E-09,4,-0.4,0.53448,0.97978,1.8063
6.00E-09,0.04,3.00E-09,4,-0.3,0.43455,0.87985,1.7064
6.00E-09,0.04,3.00E-09,4,-0.2,0.33453,0.77984,1.6064
6.00E-09,0.04,3.00E-09,4,-0.1,0.2345,0.6798,1.5063
6.00E-09,0.04,3.00E-09,4,0,0.13546,0.58077,1.4073
6.00E-09,0.04,3.00E-09,4,0.1,0.042095,0.4872,1.3137
6.00E-09,0.04,3.00E-09,4,0.2,-0.022602,0.42128,1.2479
6.00E-09,0.04,3.00E-09,4,0.3,-0.069815,0.37225,1.199
6.00E-09,0.04,3.00E-09,4,0.4,-0.11363,0.32651,1.1534
6.00E-09,0.04,3.00E-09,4,0.5,-0.15681,0.28139,1.1083
6.00E-09,0.04,3.00E-09,4,0.6,-0.19989,0.23637,1.0635
6.00E-09,0.04,3.00E-09,4,0.7,-0.24294,0.19139,1.0186
6.00E-09,0.04,3.00E-09,4,0.8,-0.28597,0.14644,0.97382
6.00E-09,0.04,3.00E-09,4,0.9,-0.32882,0.10169,0.92921
6.00E-09,0.04,3.00E-09,4,1,-0.37073,0.057876,0.88554
6.00E-09,0.04,3.00E-09,4,1.1,-0.40938,0.017344,0.84511
6.00E-09,0.04,3.00E-09,4,1.2,-0.44275,-0.017873,0.80994
6.00E-09,0.04,3.00E-09,4,1.3,-0.47238,-0.049321,0.7785
6.00E-09,0.04,3.00E-09,4,1.4,-0.50041,-0.07916,0.74866
6.00E-09,0.04,3.00E-09,4,1.5,-0.52788,-0.10843,0.71938
6.00E-09,0.04,3.00E-09,4,1.6,-0.55517,-0.13751,0.69029
6.00E-09,0.04,3.00E-09,4,1.7,-0.5824,-0.16653,0.66128
6.00E-09,0.04,3.00E-09,4,1.8,-0.60962,-0.19552,0.63228
6.00E-09,0.04,3.00E-09,4,1.9,-0.63684,-0.22452,0.6033
6.00E-09,0.04,3.00E-09,4,2,-0.66408,-0.25351,0.57432
6.00E-09,0.04,3.00E-09,4,2.1,-0.69131,-0.2825,0.54535
6.00E-09,0.04,3.00E-09,4,2.2,-0.71856,-0.3115,0.51638
6.00E-09,0.04,3.00E-09,4,2.3,-0.74582,-0.34049,0.48742
6.00E-09,0.04,3.00E-09,4,2.4,-0.77308,-0.36949,0.45846
6.00E-09,0.04,3.00E-09,4,2.5,-0.80035,-0.39848,0.4295
6.00E-09,0.04,3.00E-09,4,2.6,-0.82764,-0.42748,0.40055
6.00E-09,0.04,3.00E-09,4,2.7,-0.85493,-0.45648,0.3716
6.00E-09,0.04,3.00E-09,4,2.8,-0.88222,-0.48549,0.34265
6.00E-09,0.04,3.00E-09,4,2.9,-0.90953,-0.51449,0.31371
6.00E-09,0.04,3.00E-09,4,3,-0.93685,-0.54349,0.28477
8.00E-09,0.04,3.00E-09,4,-1,1.0866,1.3638,1.86
8.00E-09,0.04,3.00E-09,4,-0.9,0.98665,1.2638,1.76
8.00E-09,0.04,3.00E-09,4,-0.8,0.88666,1.1638,1.6601
8.00E-09,0.04,3.00E-09,4,-0.7,0.78668,1.0638,1.5601
8.00E-09,0.04,3.00E-09,4,-0.6,0.68663,0.96376,1.46
8.00E-09,0.04,3.00E-09,4,-0.5,0.5866,0.86373,1.36
8.00E-09,0.04,3.00E-09,4,-0.4,0.48662,0.76374,1.26
8.00E-09,0.04,3.00E-09,4,-0.3,0.38669,0.66382,1.1601
8.00E-09,0.04,3.00E-09,4,-0.2,0.28668,0.5638,1.0601
8.00E-09,0.04,3.00E-09,4,-0.1,0.18667,0.46379,0.96007
8.00E-09,0.04,3.00E-09,4,0,0.087829,0.36495,0.86122
8.00E-09,0.04,3.00E-09,4,0.1,0.0076221,0.28392,0.78021
8.00E-09,0.04,3.00E-09,4,0.2,-0.044736,0.22948,0.72583
8.00E-09,0.04,3.00E-09,4,0.3,-0.088719,0.18308,0.6795
8.00E-09,0.04,3.00E-09,4,0.4,-0.13109,0.13825,0.63476
8.00E-09,0.04,3.00E-09,4,0.5,-0.17292,0.093965,0.59058
8.00E-09,0.04,3.00E-09,4,0.6,-0.21351,0.050939,0.54765
8.00E-09,0.04,3.00E-09,4,0.7,-0.25042,0.011647,0.50842
8.00E-09,0.04,3.00E-09,4,0.8,-0.28216,-0.022427,0.47435
8.00E-09,0.04,3.00E-09,4,0.9,-0.31058,-0.053145,0.44359
8.00E-09,0.04,3.00E-09,4,1,-0.33764,-0.082476,0.41422
8.00E-09,0.04,3.00E-09,4,1.1,-0.36423,-0.11131,0.38535
8.00E-09,0.04,3.00E-09,4,1.2,-0.39068,-0.13999,0.35665
8.00E-09,0.04,3.00E-09,4,1.3,-0.4171,-0.16861,0.32803
8.00E-09,0.04,3.00E-09,4,1.4,-0.44352,-0.19722,0.29943
8.00E-09,0.04,3.00E-09,4,1.5,-0.46995,-0.22582,0.27085
8.00E-09,0.04,3.00E-09,4,1.6,-0.49641,-0.25442,0.24229
8.00E-09,0.04,3.00E-09,4,1.7,-0.52288,-0.28303,0.21374
8.00E-09,0.04,3.00E-09,4,1.8,-0.54938,-0.31163,0.1852
8.00E-09,0.04,3.00E-09,4,1.9,-0.57588,-0.34023,0.15669
8.00E-09,0.04,3.00E-09,4,2,-0.60238,-0.3688,0.12822
8.00E-09,0.04,3.00E-09,4,2.1,-0.62882,-0.39729,0.099844
8.00E-09,0.04,3.00E-09,4,2.2,-0.65503,-0.42554,0.071723
8.00E-09,0.04,3.00E-09,4,2.3,-0.68064,-0.4532,0.044225
8.00E-09,0.04,3.00E-09,4,2.4,-0.70503,-0.47965,0.017978
8.00E-09,0.04,3.00E-09,4,2.5,-0.72771,-0.50442,-0.0065434
8.00E-09,0.04,3.00E-09,4,2.6,-0.74883,-0.52767,-0.029495
8.00E-09,0.04,3.00E-09,4,2.7,-0.76896,-0.54994,-0.051419
8.00E-09,0.04,3.00E-09,4,2.8,-0.78856,-0.57169,-0.07279
8.00E-09,0.04,3.00E-09,4,2.9,-0.80792,-0.59318,-0.093886
8.00E-09,0.04,3.00E-09,4,3,-0.82718,-0.61457,-0.11485
1.00E-08,0.04,3.00E-09,4,-1,1.0605,1.251,1.5846
1.00E-08,0.04,3.00E-09,4,-0.9,0.96048,1.151,1.4846
1.00E-08,0.04,3.00E-09,4,-0.8,0.86049,1.051,1.3847
1.00E-08,0.04,3.00E-09,4,-0.7,0.76052,0.95106,1.2847
1.00E-08,0.04,3.00E-09,4,-0.6,0.66046,0.851,1.1846
1.00E-08,0.04,3.00E-09,4,-0.5,0.56043,0.75098,1.0846
1.00E-08,0.04,3.00E-09,4,-0.4,0.46045,0.65099,0.98461
1.00E-08,0.04,3.00E-09,4,-0.3,0.36052,0.55106,0.88469
1.00E-08,0.04,3.00E-09,4,-0.2,0.26051,0.45105,0.78467
1.00E-08,0.04,3.00E-09,4,-0.1,0.16056,0.3511,0.68472
1.00E-08,0.04,3.00E-09,4,0,0.063601,0.25403,0.58765
1.00E-08,0.04,3.00E-09,4,0.1,-0.007157,0.18181,0.51541
1.00E-08,0.04,3.00E-09,4,0.2,-0.055009,0.13128,0.46488
1.00E-08,0.04,3.00E-09,4,0.3,-0.097026,0.086351,0.41997
1.00E-08,0.04,3.00E-09,4,0.4,-0.13649,0.043972,0.37762
1.00E-08,0.04,3.00E-09,4,0.5,-0.17167,0.0059418,0.33957
1.00E-08,0.04,3.00E-09,4,0.6,-0.20188,-0.027036,0.30652
1.00E-08,0.04,3.00E-09,4,0.7,-0.22919,-0.057063,0.27639
1.00E-08,0.04,3.00E-09,4,0.8,-0.25537,-0.085902,0.24747
1.00E-08,0.04,3.00E-09,4,0.9,-0.28117,-0.11432,0.219
1.00E-08,0.04,3.00E-09,4,1,-0.30687,-0.1426,0.19069
1.00E-08,0.04,3.00E-09,4,1.1,-0.33255,-0.17082,0.16247
1.00E-08,0.04,3.00E-09,4,1.2,-0.35825,-0.19901,0.13432
1.00E-08,0.04,3.00E-09,4,1.3,-0.38391,-0.22714,0.10626
1.00E-08,0.04,3.00E-09,4,1.4,-0.40943,-0.25508,0.078415
1.00E-08,0.04,3.00E-09,4,1.5,-0.4345,-0.28256,0.051084
1.00E-08,0.04,3.00E-09,4,1.6,-0.45855,-0.30902,0.024825
1.00E-08,0.04,3.00E-09,4,1.7,-0.48103,-0.33393,0.0001937
1.00E-08,0.04,3.00E-09,4,1.8,-0.50191,-0.35726,-0.022784
1.00E-08,0.04,3.00E-09,4,1.9,-0.52168,-0.37948,-0.044583
1.00E-08,0.04,3.00E-09,4,2,-0.54082,-0.40109,-0.065705
1.00E-08,0.04,3.00E-09,4,2.1,-0.55969,-0.42239,-0.086474
1.00E-08,0.04,3.00E-09,4,2.2,-0.57844,-0.44356,-0.10706
1.00E-08,0.04,3.00E-09,4,2.3,-0.59716,-0.46468,-0.12755
1.00E-08,0.04,3.00E-09,4,2.4,-0.6159,-0.48578,-0.14797
1.00E-08,0.04,3.00E-09,4,2.5,-0.63466,-0.50688,-0.16835
1.00E-08,0.04,3.00E-09,4,2.6,-0.65345,-0.52798,-0.1887
1.00E-08,0.04,3.00E-09,4,2.7,-0.67229,-0.5491,-0.20901
1.00E-08,0.04,3.00E-09,4,2.8,-0.69117,-0.57024,-0.22929
1.00E-08,0.04,3.00E-09,4,2.9,-0.71008,-0.59138,-0.24955
1.00E-08,0.04,3.00E-09,4,3,-0.72905,-0.61254,-0.26977
2.00E-09,0.06,1.00E-09,3,-1,1.4547,3.1934,4.9266
2.00E-09,0.06,1.00E-09,3,-0.9,1.3547,3.0934,4.8266
2.00E-09,0.06,1.00E-09,3,-0.8,1.2547,2.9935,4.7266
2.00E-09,0.06,1.00E-09,3,-0.7,1.1547,2.8935,4.6266
2.00E-09,0.06,1.00E-09,3,-0.6,1.0547,2.7934,4.5265
2.00E-09,0.06,1.00E-09,3,-0.5,0.95462,2.6934,4.4265
2.00E-09,0.06,1.00E-09,3,-0.4,0.85464,2.5934,4.3265
2.00E-09,0.06,1.00E-09,3,-0.3,0.75471,2.4935,4.2266
2.00E-09,0.06,1.00E-09,3,-0.2,0.65469,2.3935,4.1266
2.00E-09,0.06,1.00E-09,3,-0.1,0.55465,2.2934,4.0265
2.00E-09,0.06,1.00E-09,3,0,0.45562,2.1944,3.9275
2.00E-09,0.06,1.00E-09,3,0.1,0.35659,2.0954,3.8285
2.00E-09,0.06,1.00E-09,3,0.2,0.25655,1.9953,3.7284
2.00E-09,0.06,1.00E-09,3,0.3,0.15657,1.8954,3.6285
2.00E-09,0.06,1.00E-09,3,0.4,0.058192,1.7969,3.5294
2.00E-09,0.06,1.00E-09,3,0.5,-0.022736,1.7146,3.4398
2.00E-09,0.06,1.00E-09,3,0.6,-0.085661,1.6491,3.36
2.00E-09,0.06,1.00E-09,3,0.7,-0.14562,1.5864,3.2818
2.00E-09,0.06,1.00E-09,3,0.8,-0.20528,1.5239,3.2037
2.00E-09,0.06,1.00E-09,3,0.9,-0.2649,1.4615,3.1255
2.00E-09,0.06,1.00E-09,3,1,-0.32453,1.399,3.0472
2.00E-09,0.06,1.00E-09,3,1.1,-0.38417,1.3365,2.9689
2.00E-09,0.06,1.00E-09,3,1.2,-0.44381,1.2739,2.8905
2.00E-09,0.06,1.00E-09,3,1.3,-0.50345,1.2114,2.812
2.00E-09,0.06,1.00E-09,3,1.4,-0.5631,1.1488,2.7335
2.00E-09,0.06,1.00E-09,3,1.5,-0.62276,1.0862,2.6549
2.00E-09,0.06,1.00E-09,3,1.6,-0.68242,1.0235,2.5762
2.00E-09,0.06,1.00E-09,3,1.7,-0.74209,0.96086,2.4975
2.00E-09,0.06,1.00E-09,3,1.8,-0.80177,0.89817,2.4186
2.00E-09,0.06,1.00E-09,3,1.9,-0.86145,0.83545,2.3398
2.00E-09,0.06,1.00E-09,3,2,-0.92113,0.77269,2.2608
2.00E-09,0.06,1.00E-09,3,2.1,-0.98082,0.70991,2.1819
2.00E-09,0.06,1.00E-09,3,2.2,-1.0405,0.64709,2.1028
2.00E-09,0.06,1.00E-09,3,2.3,-1.1002,0.58425,2.0237
2.00E-09,0.06,1.00E-09,3,2.4,-1.1599,0.52137,1.9444
2.00E-09,0.06,1.00E-09,3,2.5,-1.2197,0.45846,1.8652
2.00E-09,0.06,1.00E-09,3,2.6,-1.2794,0.39551,1.7859
2.00E-09,0.06,1.00E-09,3,2.7,-1.3391,0.33252,1.7065
2.00E-09,0.06,1.00E-09,3,2.8,-1.3988,0.2695,1.6271
2.00E-09,0.06,1.00E-09,3,2.9,-1.4586,0.20645,1.5476
2.00E-09,0.06,1.00E-09,3,3,-1.5183,0.14338,1.468
4.00E-09,0.06,1.00E-09,3,-1,1.1847,1.8013,2.9379
4.00E-09,0.06,1.00E-09,3,-0.9,1.0847,1.7013,2.8379
4.00E-09,0.06,1.00E-09,3,-0.8,0.98476,1.6013,2.7379
4.00E-09,0.06,1.00E-09,3,-0.7,0.88479,1.5013,2.6379
4.00E-09,0.06,1.00E-09,3,-0.6,0.78473,1.4013,2.5379
4.00E-09,0.06,1.00E-09,3,-0.5,0.6847,1.3012,2.4378
4.00E-09,0.06,1.00E-09,3,-0.4,0.58472,1.2012,2.3378
4.00E-09,0.06,1.00E-09,3,-0.3,0.48479,1.1013,2.2379
4.00E-09,0.06,1.00E-09,3,-0.2,0.38478,1.0013,2.1379
4.00E-09,0.06,1.00E-09,3,-0.1,0.28473,0.90126,2.0379
4.00E-09,0.06,1.00E-09,3,0,0.1857,0.80223,1.9388
4.00E-09,0.06,1.00E-09,3,0.1,0.087269,0.70375,1.8403
4.00E-09,0.06,1.00E-09,3,0.2,-0.00026398,0.61541,1.7519
4.00E-09,0.06,1.00E-09,3,0.3,-0.063922,0.5494,1.6856
4.00E-09,0.06,1.00E-09,3,0.4,-0.1215,0.48909,1.625
4.00E-09,0.06,1.00E-09,3,0.5,-0.17837,0.42945,1.565
4.00E-09,0.06,1.00E-09,3,0.6,-0.23517,0.36988,1.5051
4.00E-09,0.06,1.00E-09,3,0.7,-0.29198,0.3103,1.4452
4.00E-09,0.06,1.00E-09,3,0.8,-0.34881,0.25072,1.3853
4.00E-09,0.06,1.00E-09,3,0.9,-0.40565,0.19114,1.3254
4.00E-09,0.06,1.00E-09,3,1,-0.46246,0.1316,1.2655
4.00E-09,0.06,1.00E-09,3,1.1,-0.51879,0.072535,1.2061
4.00E-09,0.06,1.00E-09,3,1.2,-0.5719,0.016659,1.1498
4.00E-09,0.06,1.00E-09,3,1.3,-0.61767,-0.031968,1.1005
4.00E-09,0.06,1.00E-09,3,1.4,-0.65892,-0.076127,1.0555
4.00E-09,0.06,1.00E-09,3,1.5,-0.69898,-0.1191,1.0117
4.00E-09,0.06,1.00E-09,3,1.6,-0.73881,-0.16185,0.96803
4.00E-09,0.06,1.00E-09,3,1.7,-0.77861,-0.20455,0.92442
4.00E-09,0.06,1.00E-09,3,1.8,-0.81843,-0.24727,0.88078
4.00E-09,0.06,1.00E-09,3,1.9,-0.85827,-0.28999,0.83712
4.00E-09,0.06,1.00E-09,3,2,-0.89813,-0.33274,0.79342
4.00E-09,0.06,1.00E-09,3,2.1,-0.93802,-0.37549,0.74968
4.00E-09,0.06,1.00E-09,3,2.2,-0.97793,-0.41826,0.7059
4.00E-09,0.06,1.00E-09,3,2.3,-1.0179,-0.46105,0.66209
4.00E-09,0.06,1.00E-09,3,2.4,-1.0578,-0.50385,0.61822
4.00E-09,0.06,1.00E-09,3,2.5,-1.0978,-0.54667,0.57431
4.00E-09,0.06,1.00E-09,3,2.6,-1.1378,-0.5895,0.53036
