tch,mch,tox,ub,vg,e0,e1,e2
2.00E-09,0.02,1.00E-09,3,-1,1.538,4.7403,5.126
2.00E-09,0.02,1.00E-09,3,-0.9,1.438,4.6403,5.026
2.00E-09,0.02,1.00E-09,3,-0.8,1.338,4.5403,4.926
2.00E-09,0.02,1.00E-09,3,-0.7,1.238,4.4403,4.826
2.00E-09,0.02,1.00E-09,3,-0.6,1.138,4.3403,4.726
2.00E-09,0.02,1.00E-09,3,-0.5,1.038,4.2403,4.6259
2.00E-09,0.02,1.00E-09,3,-0.4,0.93796,4.1403,4.5259
2.00E-09,0.02,1.00E-09,3,-0.3,0.83804,4.0404,4.426
2.00E-09,0.02,1.00E-09,3,-0.2,0.73802,3.9403,4.326
2.00E-09,0.02,1.00E-09,3,-0.1,0.63798,3.8403,4.226
2.00E-09,0.02,1.00E-09,3,0,0.53895,3.7413,4.1269
2.00E-09,0.02,1.00E-09,3,0.1,0.43992,3.6422,4.0279
2.00E-09,0.02,1.00E-09,3,0.2,0.33988,3.5422,3.9279
2.00E-09,0.02,1.00E-09,3,0.3,0.23986,3.4422,3.8278
2.00E-09,0.02,1.00E-09,3,0.4,0.13996,3.3423,3.7279
2.00E-09,0.02,1.00E-09,3,0.5,0.040913,3.2429,3.6284
2.00E-09,0.02,1.00E-09,3,0.6,-0.048963,3.1493,3.5333
2.00E-09,0.02,1.00E-09,3,0.7,-0.13153,3.0604,3.4417
2.00E-09,0.02,1.00E-09,3,0.8,-0.21343,2.9719,3.3504
2.00E-09,0.02,1.00E-09,3,0.9,-0.29529,2.8834,3.2591
2.00E-09,0.02,1.00E-09,3,1,-0.37716,2.7949,3.1679
2.00E-09,0.02,1.00E-09,3,1.1,-0.45902,2.7063,3.0766
2.00E-09,0.02,1.00E-09,3,1.2,-0.54089,2.6178,2.9853
2.00E-09,0.02,1.00E-09,3,1.3,-0.62275,2.5291,2.894
2.00E-09,0.02,1.00E-09,3,1.4,-0.70462,2.4405,2.8027
2.00E-09,0.02,1.00E-09,3,1.5,-0.78647,2.3519,2.7114
2.00E-09,0.02,1.00E-09,3,1.6,-0.86834,2.2632,2.6201
2.00E-09,0.02,1.00E-09,3,1.7,-0.95019,2.1745,2.5288
2.00E-09,0.02,1.00E-09,3,1.8,-1.0321,2.0857,2.4374
2.00E-09,0.02,1.00E-09,3,1.9,-1.1139,1.997,2.3461
2.00E-09,0.02,1.00E-09,3,2,-1.1958,1.9082,2.2548
2.00E-09,0.02,1.00E-09,3,2.1,-1.2777,1.8194,2.1634
2.00E-09,0.02,1.00E-09,3,2.2,-1.3595,1.7305,2.0721
2.00E-09,0.02,1.00E-09,3,2.3,-1.4414,1.6417,1.9807
2.00E-09,0.02,1.00E-09,3,2.4,-1.5233,1.5528,1.8893
2.00E-09,0.02,1.00E-09,3,2.5,-1.6052,1.4639,1.798
2.00E-09,0.02,1.00E-09,3,2.6,-1.687,1.3749,1.7067
2.00E-09,0.02,1.00E-09,3,2.7,-1.7689,1.2859,1.6152
2.00E-09,0.02,1.00E-09,3,2.8,-1.8508,1.197,1.5239
2.00E-09,0.02,1.00E-09,3,2.9,-1.9327,1.108,1.4325
2.00E-09,0.02,1.00E-09,3,3,-2.0145,1.0189,1.3411
4.00E-09,0.02,1.00E-09,3,-1,1.256,2.5955,4.8652
4.00E-09,0.02,1.00E-09,3,-0.9,1.156,2.4955,4.7652
4.00E-09,0.02,1.00E-09,3,-0.8,1.056,2.3956,4.6652
4.00E-09,0.02,1.00E-09,3,-0.7,0.95607,2.2956,4.5652
4.00E-09,0.02,1.00E-09,3,-0.6,0.85601,2.1955,4.4651
4.00E-09,0.02,1.00E-09,3,-0.5,0.75599,2.0955,4.3651
4.00E-09,0.02,1.00E-09,3,-0.4,0.656,1.9955,4.2651
4.00E-09,0.02,1.00E-09,3,-0.3,0.55607,1.8956,4.1652
4.00E-09,0.02,1.00E-09,3,-0.2,0.45606,1.7956,4.0652
4.00E-09,0.02,1.00E-09,3,-0.1,0.35601,1.6955,3.9651
4.00E-09,0.02,1.00E-09,3,0,0.25698,1.5965,3.8661
4.00E-09,0.02,1.00E-09,3,0.1,0.15797,1.4975,3.7671
4.00E-09,0.02,1.00E-09,3,0.2,0.058479,1.398,3.6674
4.00E-09,0.02,1.00E-09,3,0.3,-0.032902,1.306,3.5724
4.00E-09,0.02,1.00E-09,3,0.4,-0.11455,1.2231,3.4828
4.00E-09,0.02,1.00E-09,3,0.5,-0.19494,1.1414,3.394
4.00E-09,0.02,1.00E-09,3,0.6,-0.27526,1.0598,3.3052
4.00E-09,0.02,1.00E-09,3,0.7,-0.35557,0.97817,3.2164
4.00E-09,0.02,1.00E-09,3,0.8,-0.43587,0.89654,3.1275
4.00E-09,0.02,1.00E-09,3,0.9,-0.51619,0.81491,3.0386
4.00E-09,0.02,1.00E-09,3,1,-0.5965,0.73327,2.9497
4.00E-09,0.02,1.00E-09,3,1.1,-0.67682,0.65163,2.8607
4.00E-09,0.02,1.00E-09,3,1.2,-0.75715,0.56999,2.7717
4.00E-09,0.02,1.00E-09,3,1.3,-0.83747,0.48834,2.6826
4.00E-09,0.02,1.00E-09,3,1.4,-0.9178,0.40668,2.5935
4.00E-09,0.02,1.00E-09,3,1.5,-0.99812,0.32505,2.5044
4.00E-09,0.02,1.00E-09,3,1.6,-1.0785,0.24339,2.4152
4.00E-09,0.02,1.00E-09,3,1.7,-1.1588,0.16176,2.3261
4.00E-09,0.02,1.00E-09,3,1.8,-1.2389,0.080281,2.2369
4.00E-09,0.02,1.00E-09,3,1.9,-1.3164,0.0014334,2.1494
4.00E-09,0.02,1.00E-09,3,2,-1.3867,-0.070545,2.0658
4.00E-09,0.02,1.00E-09,3,2.1,-1.4545,-0.14016,1.9837
4.00E-09,0.02,1.00E-09,3,2.2,-1.5222,-0.20957,1.9015
4.00E-09,0.02,1.00E-09,3,2.3,-1.5898,-0.27896,1.8193
4.00E-09,0.02,1.00E-09,3,2.4,-1.6575,-0.34837,1.737
4.00E-09,0.02,1.00E-09,3,2.5,-1.7251,-0.41779,1.6546
4.00E-09,0.02,1.00E-09,3,2.6,-1.7928,-0.48721,1.5722
4.00E-09,0.02,1.00E-09,3,2.7,-1.8605,-0.55665,1.4896
4.00E-09,0.02,1.00E-09,3,2.8,-1.9282,-0.62609,1.407
4.00E-09,0.02,1.00E-09,3,2.9,-1.9959,-0.69555,1.3243
4.00E-09,0.02,1.00E-09,3,3,-2.0636,-0.76502,1.2415
6.00E-09,0.02,1.00E-09,3,-1,1.1575,1.8411,3.3156
6.00E-09,0.02,1.00E-09,3,-0.9,1.0575,1.7411,3.2156
6.00E-09,0.02,1.00E-09,3,-0.8,0.95749,1.6412,3.1156
6.00E-09,0.02,1.00E-09,3,-0.7,0.85751,1.5412,3.0156
6.00E-09,0.02,1.00E-09,3,-0.6,0.75746,1.4411,2.9156
6.00E-09,0.02,1.00E-09,3,-0.5,0.65743,1.3411,2.8156
6.00E-09,0.02,1.00E-09,3,-0.4,0.55744,1.2411,2.7156
6.00E-09,0.02,1.00E-09,3,-0.3,0.45752,1.1412,2.6157
6.00E-09,0.02,1.00E-09,3,-0.2,0.3575,1.0412,2.5156
6.00E-09,0.02,1.00E-09,3,-0.1,0.25746,0.94113,2.4156
6.00E-09,0.02,1.00E-09,3,0,0.15843,0.8421,2.3166
6.00E-09,0.02,1.00E-09,3,0.1,0.059987,0.74361,2.2181
6.00E-09,0.02,1.00E-09,3,0.2,-0.030937,0.65196,2.1265
6.00E-09,0.02,1.00E-09,3,0.3,-0.11125,0.57006,2.0447
6.00E-09,0.02,1.00E-09,3,0.4,-0.19014,0.48946,1.9643
6.00E-09,0.02,1.00E-09,3,0.5,-0.26895,0.40895,1.8839
6.00E-09,0.02,1.00E-09,3,0.6,-0.34777,0.32844,1.8035
6.00E-09,0.02,1.00E-09,3,0.7,-0.42658,0.24794,1.7232
6.00E-09,0.02,1.00E-09,3,0.8,-0.5054,0.16744,1.6428
6.00E-09,0.02,1.00E-09,3,0.9,-0.58407,0.087074,1.5626
6.00E-09,0.02,1.00E-09,3,1,-0.66044,0.0089442,1.4846
6.00E-09,0.02,1.00E-09,3,1.1,-0.7295,-0.062133,1.4134
6.00E-09,0.02,1.00E-09,3,1.2,-0.79551,-0.13026,1.3452
6.00E-09,0.02,1.00E-09,3,1.3,-0.86122,-0.19808,1.2772
6.00E-09,0.02,1.00E-09,3,1.4,-0.92692,-0.26588,1.2092
6.00E-09,0.02,1.00E-09,3,1.5,-0.99263,-0.33369,1.1413
6.00E-09,0.02,1.00E-09,3,1.6,-1.0583,-0.40151,1.0733
6.00E-09,0.02,1.00E-09,3,1.7,-1.1241,-0.46933,1.0053
6.00E-09,0.02,1.00E-09,3,1.8,-1.1898,-0.53717,0.93723
6.00E-09,0.02,1.00E-09,3,1.9,-1.2556,-0.60501,0.86919
6.00E-09,0.02,1.00E-09,3,2,-1.3214,-0.67286,0.80112
6.00E-09,0.02,1.00E-09,3,2.1,-1.3872,-0.74072,0.73305
6.00E-09,0.02,1.00E-09,3,2.2,-1.453,-0.8086,0.66494
6.00E-09,0.02,1.00E-09,3,2.3,-1.5188,-0.87647,0.59683
6.00E-09,0.02,1.00E-09,3,2.4,-1.5847,-0.94437,0.52868
6.00E-09,0.02,1.00E-09,3,2.5,-1.6505,-1.0123,0.46052
6.00E-09,0.02,1.00E-09,3,2.6,-1.7164,-1.0802,0.39234
6.00E-09,0.02,1.00E-09,3,2.7,-1.7823,-1.1481,0.32413
6.00E-09,0.02,1.00E-09,3,2.8,-1.8482,-1.216,0.2559
6.00E-09,0.02,1.00E-09,3,2.9,-1.9141,-1.2839,0.18765
6.00E-09,0.02,1.00E-09,3,3,-1.98,-1.3519,0.11941
8.00E-09,0.02,1.00E-09,3,-1,1.1086,1.5319,2.4103
8.00E-09,0.02,1.00E-09,3,-0.9,1.0086,1.4319,2.3103
8.00E-09,0.02,1.00E-09,3,-0.8,0.90864,1.3319,2.2104
8.00E-09,0.02,1.00E-09,3,-0.7,0.80867,1.2319,2.1104
8.00E-09,0.02,1.00E-09,3,-0.6,0.70862,1.1319,2.0103
8.00E-09,0.02,1.00E-09,3,-0.5,0.60859,1.0319,1.9103
8.00E-09,0.02,1.00E-09,3,-0.4,0.5086,0.93188,1.8103
8.00E-09,0.02,1.00E-09,3,-0.3,0.40867,0.83195,1.7104
8.00E-09,0.02,1.00E-09,3,-0.2,0.30866,0.73194,1.6104
8.00E-09,0.02,1.00E-09,3,-0.1,0.20862,0.6319,1.5103
8.00E-09,0.02,1.00E-09,3,0,0.10959,0.53286,1.4113
8.00E-09,0.02,1.00E-09,3,0.1,0.013782,0.43674,1.3152
8.00E-09,0.02,1.00E-09,3,0.2,-0.069227,0.35208,1.2309
8.00E-09,0.02,1.00E-09,3,0.3,-0.14693,0.27221,1.1515
8.00E-09,0.02,1.00E-09,3,0.4,-0.22426,0.19268,1.0724
8.00E-09,0.02,1.00E-09,3,0.5,-0.30152,0.11323,0.99343
8.00E-09,0.02,1.00E-09,3,0.6,-0.37773,0.034801,0.91546
8.00E-09,0.02,1.00E-09,3,0.7,-0.44759,-0.037509,0.84354
8.00E-09,0.02,1.00E-09,3,0.8,-0.51224,-0.10482,0.77659
8.00E-09,0.02,1.00E-09,3,0.9,-0.57614,-0.17137,0.71039
8.00E-09,0.02,1.00E-09,3,1,-0.64,-0.23788,0.64424
8.00E-09,0.02,1.00E-09,3,1.1,-0.70389,-0.3044,0.57809
8.00E-09,0.02,1.00E-09,3,1.2,-0.76782,-0.37094,0.51194
8.00E-09,0.02,1.00E-09,3,1.3,-0.83178,-0.43749,0.44577
8.00E-09,0.02,1.00E-09,3,1.4,-0.89578,-0.50406,0.37961
8.00E-09,0.02,1.00E-09,3,1.5,-0.95981,-0.57064,0.31343
8.00E-09,0.02,1.00E-09,3,1.6,-1.0239,-0.63725,0.24725
8.00E-09,0.02,1.00E-09,3,1.7,-1.088,-0.70386,0.18107
8.00E-09,0.02,1.00E-09,3,1.8,-1.1521,-0.77045,0.11492
8.00E-09,0.02,1.00E-09,3,1.9,-1.2157,-0.83657,0.049265
8.00E-09,0.02,1.00E-09,3,2,-1.276,-0.89972,-0.013283
8.00E-09,0.02,1.00E-09,3,2.1,-1.3319,-0.95869,-0.071481
8.00E-09,0.02,1.00E-09,3,2.2,-1.3864,-1.0164,-0.12836
8.00E-09,0.02,1.00E-09,3,2.3,-1.4408,-1.074,-0.18505
8.00E-09,0.02,1.00E-09,3,2.4,-1.4952,-1.1316,-0.24173
8.00E-09,0.02,1.00E-09,3,2.5,-1.5496,-1.1892,-0.29839
8.00E-09,0.02,1.00E-09,3,2.6,-1.6041,-1.2468,-0.35506
8.00E-09,0.02,1.00E-09,3,2.7,-1.6586,-1.3044,-0.41173
8.00E-09,0.02,1.00E-09,3,2.8,-1.7132,-1.3621,-0.4684
8.00E-09,0.02,1.00E-09,3,2.9,-1.7677,-1.4197,-0.52507
8.00E-09,0.02,1.00E-09,3,3,-1.8224,-1.4774,-0.58174
1.00E-08,0.02,1.00E-09,3,-1,1.0801,1.3721,1.9552
1.00E-08,0.02,1.00E-09,3,-0.9,0.9801,1.2721,1.8552
1.00E-08,0.02,1.00E-09,3,-0.8,0.88011,1.1721,1.7552
1.00E-08,0.02,1.00E-09,3,-0.7,0.78014,1.0721,1.6552
1.00E-08,0.02,1.00E-09,3,-0.6,0.68008,0.97209,1.5552
1.00E-08,0.02,1.00E-09,3,-0.5,0.58005,0.87207,1.4551
1.00E-08,0.02,1.00E-09,3,-0.4,0.48007,0.77208,1.3552
1.00E-08,0.02,1.00E-09,3,-0.3,0.38014,0.67215,1.2552
1.00E-08,0.02,1.00E-09,3,-0.2,0.28012,0.57214,1.1552
1.00E-08,0.02,1.00E-09,3,-0.1,0.18009,0.4721,1.0552
1.00E-08,0.02,1.00E-09,3,0,0.081053,0.37307,0.95614
1.00E-08,0.02,1.00E-09,3,0.1,-0.010809,0.28039,0.86361
1.00E-08,0.02,1.00E-09,3,0.2,-0.089718,0.19911,0.78276
1.00E-08,0.02,1.00E-09,3,0.3,-0.16568,0.12047,0.70462
1.00E-08,0.02,1.00E-09,3,0.4,-0.24064,0.04279,0.62744
1.00E-08,0.02,1.00E-09,3,0.5,-0.30973,-0.029265,0.55584
1.00E-08,0.02,1.00E-09,3,0.6,-0.37289,-0.095619,0.48989
1.00E-08,0.02,1.00E-09,3,0.7,-0.43503,-0.16096,0.42496
1.00E-08,0.02,1.00E-09,3,0.8,-0.49715,-0.22624,0.36012
1.00E-08,0.02,1.00E-09,3,0.9,-0.55933,-0.29155,0.29527
1.00E-08,0.02,1.00E-09,3,1,-0.62159,-0.3569,0.23042
1.00E-08,0.02,1.00E-09,3,1.1,-0.68391,-0.42227,0.16557
1.00E-08,0.02,1.00E-09,3,1.2,-0.74621,-0.4876,0.10079
1.00E-08,0.02,1.00E-09,3,1.3,-0.80775,-0.55219,0.036794
1.00E-08,0.02,1.00E-09,3,1.4,-0.86541,-0.61322,-0.023431
1.00E-08,0.02,1.00E-09,3,1.5,-0.91907,-0.67057,-0.079768
1.00E-08,0.02,1.00E-09,3,1.6,-0.97177,-0.72702,-0.1351
1.00E-08,0.02,1.00E-09,3,1.7,-1.0244,-0.78338,-0.19028
1.00E-08,0.02,1.00E-09,3,1.8,-1.0771,-0.83976,-0.24543
1.00E-08,0.02,1.00E-09,3,1.9,-1.1299,-0.89618,-0.30056
1.00E-08,0.02,1.00E-09,3,2,-1.1827,-0.95264,-0.35566
1.00E-08,0.02,1.00E-09,3,2.1,-1.2356,-1.0091,-0.41075
1.00E-08,0.02,1.00E-09,3,2.2,-1.2886,-1.0657,-0.46582
1.00E-08,0.02,1.00E-09,3,2.3,-1.3417,-1.1222,-0.52088
1.00E-08,0.02,1.00E-09,3,2.4,-1.3948,-1.1788,-0.57591
1.00E-08,0.02,1.00E-09,3,2.5,-1.448,-1.2355,-0.63093
1.00E-08,0.02,1.00E-09,3,2.6,-1.5013,-1.2921,-0.68592
1.00E-08,0.02,1.00E-09,3,2.7,-1.5547,-1.3488,-0.7409
1.00E-08,0.02,1.00E-09,3,2.8,-1.6081,-1.4056,-0.79581
1.00E-08,0.02,1.00E-09,3,2.9,-1.6612,-1.462,-0.85043
1.00E-08,0.02,1.00E-09,3,3,-1.7129,-1.5171,-0.90347
2.00E-09,0.02,2.00E-09,3,-1,1.5379,4.2572,4.3111
2.00E-09,0.02,2.00E-09,3,-0.9,1.4379,4.1572,4.2111
2.00E-09,0.02,2.00E-09,3,-0.8,1.3379,4.0572,4.1112
2.00E-09,0.02,2.00E-09,3,-0.7,1.2379,3.9572,4.0112
2.00E-09,0.02,2.00E-09,3,-0.6,1.1379,3.8572,3.9111
2.00E-09,0.02,2.00E-09,3,-0.5,1.0379,3.7572,3.8111
2.00E-09,0.02,2.00E-09,3,-0.4,0.93788,3.6572,3.7111
2.00E-09,0.02,2.00E-09,3,-0.3,0.83795,3.5572,3.6112
2.00E-09,0.02,2.00E-09,3,-0.2,0.73794,3.4572,3.5112
2.00E-09,0.02,2.00E-09,3,-0.1,0.63789,3.3572,3.4111
2.00E-09,0.02,2.00E-09,3,0,0.53886,3.2582,3.3121
2.00E-09,0.02,2.00E-09,3,0.1,0.43983,3.1591,3.2131
2.00E-09,0.02,2.00E-09,3,0.2,0.33979,3.0591,3.113
2.00E-09,0.02,2.00E-09,3,0.3,0.23978,2.9591,3.013
2.00E-09,0.02,2.00E-09,3,0.4,0.13989,2.8592,2.9131
2.00E-09,0.02,2.00E-09,3,0.5,0.04162,2.7601,2.814
2.00E-09,0.02,2.00E-09,3,0.6,-0.041741,2.6691,2.722
2.00E-09,0.02,2.00E-09,3,0.7,-0.11387,2.5841,2.6355
2.00E-09,0.02,2.00E-09,3,0.8,-0.18475,2.4996,2.5494
2.00E-09,0.02,2.00E-09,3,0.9,-0.25554,2.4151,2.4634
2.00E-09,0.02,2.00E-09,3,1,-0.32632,2.3305,2.3774
2.00E-09,0.02,2.00E-09,3,1.1,-0.3971,2.2458,2.2913
2.00E-09,0.02,2.00E-09,3,1.2,-0.46788,2.161,2.2051
2.00E-09,0.02,2.00E-09,3,1.3,-0.53866,2.0761,2.1189
2.00E-09,0.02,2.00E-09,3,1.4,-0.60945,1.9911,2.0326
2.00E-09,0.02,2.00E-09,3,1.5,-0.68022,1.9061,1.9463
2.00E-09,0.02,2.00E-09,3,1.6,-0.75101,1.8209,1.8598
2.00E-09,0.02,2.00E-09,3,1.7,-0.82179,1.7356,1.7734
2.00E-09,0.02,2.00E-09,3,1.8,-0.89258,1.6503,1.6869
2.00E-09,0.02,2.00E-09,3,1.9,-0.96336,1.5648,1.6003
2.00E-09,0.02,2.00E-09,3,2,-1.0341,1.4793,1.5137
2.00E-09,0.02,2.00E-09,3,2.1,-1.1049,1.3937,1.427
2.00E-09,0.02,2.00E-09,3,2.2,-1.1757,1.308,1.3402
2.00E-09,0.02,2.00E-09,3,2.3,-1.2465,1.2222,1.2534
2.00E-09,0.02,2.00E-09,3,2.4,-1.3173,1.1364,1.1666
2.00E-09,0.02,2.00E-09,3,2.5,-1.3881,1.0504,1.0797
2.00E-09,0.02,2.00E-09,3,2.6,-1.4589,0.96436,0.9927
2.00E-09,0.02,2.00E-09,3,2.7,-1.5297,0.87826,0.9057
2.00E-09,0.02,2.00E-09,3,2.8,-1.6005,0.79208,0.81866
2.00E-09,0.02,2.00E-09,3,2.9,-1.6713,0.70576,0.73149
2.00E-09,0.02,2.00E-09,3,3,-1.7421,0.61942,0.64433
4.00E-09,0.02,2.00E-09,3,-1,1.256,2.595,4.2815
4.00E-09,0.02,2.00E-09,3,-0.9,1.156,2.495,4.1815
4.00E-09,0.02,2.00E-09,3,-0.8,1.056,2.395,4.0815
4.00E-09,0.02,2.00E-09,3,-0.7,0.95604,2.295,3.9815
4.00E-09,0.02,2.00E-09,3,-0.6,0.85599,2.1949,3.8815
4.00E-09,0.02,2.00E-09,3,-0.5,0.75596,2.0949,3.7814
4.00E-09,0.02,2.00E-09,3,-0.4,0.65597,1.9949,3.6814
4.00E-09,0.02,2.00E-09,3,-0.3,0.55605,1.895,3.5815
4.00E-09,0.02,2.00E-09,3,-0.2,0.45603,1.795,3.4815
4.00E-09,0.02,2.00E-09,3,-0.1,0.35599,1.6949,3.3815
4.00E-09,0.02,2.00E-09,3,0,0.25696,1.5959,3.2824
4.00E-09,0.02,2.00E-09,3,0.1,0.15795,1.4969,3.1834
4.00E-09,0.02,2.00E-09,3,0.2,0.058884,1.3978,3.0838
4.00E-09,0.02,2.00E-09,3,0.3,-0.02743,1.311,2.9906
4.00E-09,0.02,2.00E-09,3,0.4,-0.099327,1.238,2.9042
4.00E-09,0.02,2.00E-09,3,0.5,-0.16911,1.1671,2.8189
4.00E-09,0.02,2.00E-09,3,0.6,-0.23874,1.0963,2.7335
4.00E-09,0.02,2.00E-09,3,0.7,-0.30836,1.0255,2.648
4.00E-09,0.02,2.00E-09,3,0.8,-0.37798,0.95471,2.5625
4.00E-09,0.02,2.00E-09,3,0.9,-0.4476,0.88394,2.4769
4.00E-09,0.02,2.00E-09,3,1,-0.51722,0.81316,2.3912
4.00E-09,0.02,2.00E-09,3,1.1,-0.58684,0.74238,2.3054
4.00E-09,0.02,2.00E-09,3,1.2,-0.65646,0.6716,2.2196
4.00E-09,0.02,2.00E-09,3,1.3,-0.72609,0.60081,2.1337
4.00E-09,0.02,2.00E-09,3,1.4,-0.79572,0.53002,2.0477
4.00E-09,0.02,2.00E-09,3,1.5,-0.86535,0.45923,1.9616
4.00E-09,0.02,2.00E-09,3,1.6,-0.93498,0.38844,1.8755
4.00E-09,0.02,2.00E-09,3,1.7,-1.0046,0.31764,1.7892
4.00E-09,0.02,2.00E-09,3,1.8,-1.0742,0.24685,1.703
4.00E-09,0.02,2.00E-09,3,1.9,-1.1439,0.17606,1.6166
4.00E-09,0.02,2.00E-09,3,2,-1.2134,0.10538,1.5302
4.00E-09,0.02,2.00E-09,3,2.1,-1.2815,0.036082,1.4444
4.00E-09,0.02,2.00E-09,3,2.2,-1.3428,-0.026491,1.3618
4.00E-09,0.02,2.00E-09,3,2.3,-1.3979,-0.083048,1.2818
4.00E-09,0.02,2.00E-09,3,2.4,-1.4517,-0.13826,1.2023
4.00E-09,0.02,2.00E-09,3,2.5,-1.5054,-0.1933,1.1227
4.00E-09,0.02,2.00E-09,3,2.6,-1.559,-0.24833,1.043
4.00E-09,0.02,2.00E-09,3,2.7,-1.6126,-0.30337,0.96313
4.00E-09,0.02,2.00E-09,3,2.8,-1.6662,-0.35841,0.88312
4.00E-09,0.02,2.00E-09,3,2.9,-1.7198,-0.41346,0.80289
4.00E-09,0.02,2.00E-09,3,3,-1.7734,-0.46851,0.72258
6.00E-09,0.02,2.00E-09,3,-1,1.1575,1.8411,3.3131
6.00E-09,0.02,2.00E-09,3,-0.9,1.0575,1.7411,3.2131
6.00E-09,0.02,2.00E-09,3,-0.8,0.95748,1.6411,3.1131
6.00E-09,0.02,2.00E-09,3,-0.7,0.8575,1.5411,3.0131
6.00E-09,0.02,2.00E-09,3,-0.6,0.75745,1.441,2.9131
6.00E-09,0.02,2.00E-09,3,-0.5,0.65742,1.341,2.813
6.00E-09,0.02,2.00E-09,3,-0.4,0.55743,1.241,2.713
6.00E-09,0.02,2.00E-09,3,-0.3,0.45751,1.1411,2.6131
6.00E-09,0.02,2.00E-09,3,-0.2,0.35749,1.0411,2.5131
6.00E-09,0.02,2.00E-09,3,-0.1,0.25745,0.94104,2.4131
6.00E-09,0.02,2.00E-09,3,0,0.15842,0.84201,2.314
6.00E-09,0.02,2.00E-09,3,0.1,0.06038,0.74393,2.2159
6.00E-09,0.02,2.00E-09,3,0.2,-0.025714,0.65718,2.1292
6.00E-09,0.02,2.00E-09,3,0.3,-0.096671,0.58485,2.0569
6.00E-09,0.02,2.00E-09,3,0.4,-0.16534,0.5147,1.9868
6.00E-09,0.02,2.00E-09,3,0.5,-0.23383,0.44473,1.9169
6.00E-09,0.02,2.00E-09,3,0.6,-0.30232,0.37476,1.847
6.00E-09,0.02,2.00E-09,3,0.7,-0.37081,0.3048,1.777
6.00E-09,0.02,2.00E-09,3,0.8,-0.43931,0.23483,1.7071
6.00E-09,0.02,2.00E-09,3,0.9,-0.50779,0.16487,1.6371
6.00E-09,0.02,2.00E-09,3,1,-0.57612,0.09508,1.5674
6.00E-09,0.02,2.00E-09,3,1.1,-0.64251,0.027199,1.4994
6.00E-09,0.02,2.00E-09,3,1.2,-0.70146,-0.033355,1.4387
6.00E-09,0.02,2.00E-09,3,1.3,-0.75504,-0.088613,1.3832
6.00E-09,0.02,2.00E-09,3,1.4,-0.80753,-0.14279,1.3287
6.00E-09,0.02,2.00E-09,3,1.5,-0.85988,-0.19682,1.2743
6.00E-09,0.02,2.00E-09,3,1.6,-0.91222,-0.25084,1.2199
6.00E-09,0.02,2.00E-09,3,1.7,-0.96456,-0.30486,1.1655
6.00E-09,0.02,2.00E-09,3,1.8,-1.0169,-0.35888,1.1111
6.00E-09,0.02,2.00E-09,3,1.9,-1.0693,-0.41291,1.0566
6.00E-09,0.02,2.00E-09,3,2,-1.1216,-0.46694,1.0021
6.00E-09,0.02,2.00E-09,3,2.1,-1.174,-0.52098,0.94752
6.00E-09,0.02,2.00E-09,3,2.2,-1.2264,-0.57502,0.89292
6.00E-09,0.02,2.00E-09,3,2.3,-1.2788,-0.62907,0.83826
6.00E-09,0.02,2.00E-09,3,2.4,-1.3312,-0.68312,0.78356
6.00E-09,0.02,2.00E-09,3,2.5,-1.3836,-0.73717,0.72879
6.00E-09,0.02,2.00E-09,3,2.6,-1.436,-0.79123,0.67394
6.00E-09,0.02,2.00E-09,3,2.7,-1.4884,-0.84529,0.61901
6.00E-09,0.02,2.00E-09,3,2.8,-1.5409,-0.89936,0.56398
6.00E-09,0.02,2.00E-09,3,2.9,-1.5933,-0.95344,0.50883
6.00E-09,0.02,2.00E-09,3,3,-1.6457,-1.0075,0.45355
8.00E-09,0.02,2.00E-09,3,-1,1.1086,1.5319,2.4101
8.00E-09,0.02,2.00E-09,3,-0.9,1.0086,1.4319,2.3101
8.00E-09,0.02,2.00E-09,3,-0.8,0.90864,1.3319,2.2101
8.00E-09,0.02,2.00E-09,3,-0.7,0.80866,1.2319,2.1102
8.00E-09,0.02,2.00E-09,3,-0.6,0.70861,1.1319,2.0101
8.00E-09,0.02,2.00E-09,3,-0.5,0.60858,1.0318,1.9101
8.00E-09,0.02,2.00E-09,3,-0.4,0.50859,0.93184,1.8101
8.00E-09,0.02,2.00E-09,3,-0.3,0.40867,0.83192,1.7102
8.00E-09,0.02,2.00E-09,3,-0.2,0.30865,0.7319,1.6101
8.00E-09,0.02,2.00E-09,3,-0.1,0.20862,0.63186,1.5101
8.00E-09,0.02,2.00E-09,3,0,0.10958,0.53283,1.4111
8.00E-09,0.02,2.00E-09,3,0.1,0.015608,0.43856,1.3169
8.00E-09,0.02,2.00E-09,3,0.2,-0.059973,0.36153,1.2401
8.00E-09,0.02,2.00E-09,3,0.3,-0.12807,0.29155,1.1705
8.00E-09,0.02,2.00E-09,3,0.4,-0.19547,0.22224,1.1016
8.00E-09,0.02,2.00E-09,3,0.5,-0.2628,0.15299,1.0328
8.00E-09,0.02,2.00E-09,3,0.6,-0.32989,0.084001,0.96416
8.00E-09,0.02,2.00E-09,3,0.7,-0.39433,0.017621,0.89816
8.00E-09,0.02,2.00E-09,3,0.8,-0.45091,-0.041031,0.83982
8.00E-09,0.02,2.00E-09,3,0.9,-0.50297,-0.095218,0.7859
8.00E-09,0.02,2.00E-09,3,1,-0.55418,-0.14857,0.73282
8.00E-09,0.02,2.00E-09,3,1.1,-0.60531,-0.20182,0.67985
